,ncm_ind,volume_raw,volume,perimeter_raw,perimeter,dist_from_center,dist_mean,contact_area,contact_area_mean,contact_area_extended_pore,contact_area_extended_ncm,concated_pore_number
20,20,[13689.0],13689.0,[2718.6328040361404],2718.6328040361404,"[[864.2875678846711, 863.7870107844873, 865.654087958926, 865.1531656302253, 865.5194971807394, 865.0208089982576, 864.5229898620395, 864.8942131844796, 864.3986348901761, 863.9039298440539, 862.9171455012353, 862.9171455012353, 861.933872173498, 861.933872173498, 861.933872173498, 862.3154875102267, 862.3154875102267, 862.6992523469578, 862.6992523469578, 863.5722320686325, 864.4454870030845, 865.8059828853113, 866.6792947797934, 867.5528802326692, 868.4267384183884, 872.1221244756952, 872.9948453456068]]",[864.8298843949842],786.4448084831238,34.19325254274451,1269.0890899896622,2216.3264701366425,31
21,21,[59942.5],59942.5,[7568.474970340729],7568.474970340729,"[[741.853085186009, 741.853085186009, 743.1527433845615, 744.0813127609106, 744.6401815642237, 744.6401815642237, 745.9390055493814, 745.9390055493814, 746.8681275834443, 746.8681275834443, 746.8681275834443, 746.8681275834443, 748.1670936361743, 748.1670936361743, 749.0961220030445, 749.0961220030445, 749.0961220030445, 749.0961220030445, 750.0253329054959, 750.0253329054959, 750.0253329054959, 750.0253329054959, 750.9547256659353, 751.3241643924412, 751.3241643924412, 751.3241643924412, 751.3241643924412, 751.3241643924412, 751.3241643924412, 751.6947518773827, 751.6947518773827, 751.6947518773827, 751.3241643924412, 751.6947518773827, 751.6947518773827, 751.6947518773827, 751.3241643924412, 751.3241643924412, 751.3241643924412, 751.3241643924412, 751.3241643924412, 751.6947518773827, 752.623411806994, 752.623411806994, 752.623411806994, 752.623411806994, 752.2532818140444, 753.1825807863588, 752.623411806994, 752.623411806994, 752.623411806994, 752.9946878962693, 753.367108387405, 753.367108387405, 753.7406715840667, 754.6681389856074, 755.2231458317468, 755.9695761073987]]",[750.2453321022613],1089.5301370620728,29.446760461137103,1480.3753695487976,3432.9705667495728,28
22,22,[27279.0],27279.0,[4372.822833418846],4372.822833418846,"[[772.2700304945156, 771.6812813590855, 772.4901293867773, 772.4901293867773, 773.2994245439472, 773.2994245439472, 773.2994245439472, 774.109165428236, 774.109165428236, 774.109165428236, 774.109165428236, 774.109165428236, 773.2994245439472, 773.2994245439472, 772.4901293867773, 771.902843627357, 771.902843627357, 771.0933795591816, 769.6966935098526, 769.6966935098526, 768.8875080270195, 768.0787720019347, 768.0787720019347, 768.0787720019347, 768.0787720019347, 767.490716556233, 766.6818114446174, 766.6818114446174, 766.6818114446174, 764.920910944393, 765.7316762417498, 765.3757247260982, 765.3757247260982, 765.3757247260982, 765.3757247260982, 766.1886190749639, 766.1886190749639, 767.5838716387937, 767.5838716387937, 768.39703278969, 768.39703278969, 768.39703278969, 769.2106343518659, 769.2106343518659]]",[769.6547428460034],608.4507236480713,33.8028179804484,821.8177498579025,1625.8511147499084,37
23,23,"[26960.5, 55.5]",27016.0,"[4322.81569314003, 36.55634891986847]",4359.372042059898,"[[550.3635162326806, 549.5862079783299, 549.5862079783299, 550.9927404240459, 550.9927404240459, 554.5827260202034, 554.5827260202034, 554.5827260202034, 554.5827260202034, 554.5827260202034, 554.5827260202034, 555.989208528367, 555.989208528367, 556.7665579037591, 557.5446170487165, 557.5446170487165, 558.3233829959122, 558.3233829959122, 559.1028527918634, 559.1028527918634, 559.1028527918634, 559.883023496873, 559.883023496873, 560.6638921849703, 560.6638921849703, 560.6638921849703, 561.2886957707237, 562.0693907339199, 562.0693907339199, 562.0693907339199, 562.8507795144287, 562.8507795144287, 562.8507795144287, 562.8507795144287, 562.8507795144287, 562.8507795144287, 564.256147507495, 564.256147507495, 563.7942887259501, 558.3421889844972], [573.470138716917]]","[558.3453835979286, 573.470138716917]",486.3635028600693,23.16016680286044,711.6526207923889,1522.1482305526733,14
24,24,"[96595.5, 3281.5, 803.5, 2320.0]",103000.5,"[11638.596355080605, 731.1097334623337, 278.5512965917587, 933.5239470005035]",13581.7813321352,"[[598.441308734616, 598.3519031473035, 598.3519031473035, 598.3519031473035, 598.2641557038162, 598.2641557038162, 597.0971445250764, 597.0971445250764, 596.0176171892908, 596.0176171892908, 597.0142376861711, 597.0142376861711, 597.0142376861711, 596.9329945647166, 593.0337258537662, 593.0337258537662, 593.0337258537662, 592.0354719102564, 618.6388283966663, 590.0389817630696, 589.9805081525999, 588.9252923758667, 588.9252923758667, 588.8166098200695, 588.8166098200695, 586.7674155915613, 586.7171379804752, 585.718362355151, 585.718362355151, 584.6238106680227, 584.6238106680227, 584.6238106680227, 584.6238106680227, 583.624879524511, 583.624879524511, 582.6731502308992, 582.6731502308992, 582.722060677301, 582.722060677301, 582.7726829562278, 582.7726829562278, 582.8250166216271, 582.8790612125298, 582.8790612125298, 582.9348162530696, 582.9348162530696, 582.9922812525051, 583.0514557052405, 583.112339090848, 583.0514557052405, 583.1749308740903, 583.1749308740903, 583.3729510356133, 583.3729510356133, 583.7370983584991, 583.8150392033422, 583.0626038428463, 583.0626038428463, 583.234086795345, 583.234086795345, 583.234086795345, 583.4123755972271, 583.3223808495608, 582.5083690385916, 582.5083690385916, 719.3448408100248, 584.4082477172957], [582.343541219442, 582.343541219442, 580.2792431235155, 580.2792431235155, 581.2486559124245, 580.2792431235155, 581.2486559124245, 581.2486559124245, 581.278762729209, 580.2792431235155], [612.6401880386235, 612.6401880386235, 612.6401880386235, 612.6401880386235, 612.6401880386235, 612.6401880386235], [587.1873636242524, 587.1873636242524, 588.0620715536753, 588.0620715536753, 587.9455757125825, 587.9455757125825, 587.8307579567439, 588.8242522179262, 587.8307579567439, 588.7113044608537, 588.7113044608537, 588.7113044608537, 588.6000339789321, 588.6000339789321, 588.6000339789321, 588.4904417235679, 587.496382967589, 587.496382967589, 587.496382967589]]","[590.0768903933601, 581.0828785399428, 612.6401880386235, 588.094178729375]",5034.737866401672,58.543463562810146,6715.53965651989,11224.783705115318,162
25,25,[22878.5],22878.5,[4168.69497859478],4168.69497859478,"[[619.4836559587347, 618.8093405888441, 619.7967408755874, 618.9684967750782, 618.9684967750782, 619.1292272215874, 619.1292272215874, 619.1292272215874, 619.1292272215874, 619.1292272215874, 619.1292272215874, 619.1292272215874, 618.9684967750782, 618.9684967750782, 618.9684967750782, 618.8093405888441, 618.8093405888441, 618.8093405888441, 618.4957558463922, 618.4957558463922, 619.3294761272065, 619.3294761272065, 619.3294761272065, 620.317660557879, 620.317660557879, 621.3058827984812, 621.1537651821809, 622.1422666882552, 622.1422666882552, 621.9919613628459, 622.8322406555396, 622.8322406555396, 622.8322406555396, 622.8322406555396, 622.8322406555396, 623.6745946405064, 623.6745946405064, 624.663909634613, 624.5190149226843, 625.5085930664742, 625.3654931318165, 625.22395987358, 625.0839943559586, 623.8180824567368, 624.8087707450976]]",[621.06929885049],575.4608759880066,16.925319882000196,891.3750928640366,1702.6651910543442,26
26,26,[18426.0],18426.0,[3489.6613651514053],3489.6613651514053,"[[657.9794829628048, 658.0577482257921, 659.9734843158474, 659.9734843158474, 658.8998406434774, 658.8998406434774, 658.824711133394, 659.8219456792871, 659.8219456792871, 659.8219456792871, 659.748436906068, 659.748436906068, 660.7457907546593, 660.7457907546593, 660.8191885833825, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.7457907546593, 660.6738983795258, 664.7352856588855, 665.7326790837295, 665.7326790837295, 666.730080317365, 666.730080317365, 666.658833287312, 666.658833287312, 666.658833287312, 666.658833287312, 666.658833287312, 665.5914662914482, 665.5914662914482, 665.5914662914482, 664.5253945486207, 664.5253945486207]]",[662.1795197317462],807.7981861829758,33.65825775762399,1080.8836426734924,2056.02942609787,30
27,27,[161533.5],161533.5,[16557.356472611427],16557.356472611427,"[[681.0007342139949, 681.0, 680.0007352937201, 679.0007363766257, 678.0007374627257, 678.0007374627257, 678.0029498460902, 678.0029498460902, 677.0029542033033, 677.0029542033033, 677.0029542033033, 677.0029542033033, 677.0066469393045, 676.0066567719581, 676.0066567719581, 674.0029673525185, 674.0029673525185, 672.0007440472071, 672.0007440472071, 671.0, 670.0, 669.0, 669.0, 669.0, 668.0, 666.0007507503276, 666.0007507503276, 666.0007507503276, 666.0, 666.0, 666.0007507503276, 666.0007507503276, 667.0029984940097, 667.0029984940097, 667.0029984940097, 667.0067465925663, 667.0067465925663, 667.0119938951623, 667.0119938951623, 667.0119938951623, 667.0119938951623, 667.0187403664158, 668.0187123127615, 668.0269455643238, 669.0478308760892, 669.0605353777788, 670.0746227100382, 670.0746227100382, 671.0745115112032, 671.0901578774643, 672.0900237319403, 678.1445273686134, 679.1443145606095, 679.1443145606095, 679.1443145606095, 679.1656646209377, 680.1654210557899, 680.1654210557899, 680.1654210557899, 680.1654210557899, 680.1654210557899, 680.1654210557899, 680.1654210557899, 680.1654210557899, 680.1654210557899, 680.1654210557899, 679.1656646209377, 679.1656646209377, 679.1656646209377, 679.1443145606095, 678.1445273686134, 679.1443145606095, 678.1246198155616, 678.1246198155616, 677.1063431987623, 677.1063431987623, 676.0894911178549, 676.0894911178549, 675.0896236797008, 675.0740700100989, 674.0600863424565, 673.0601756158211, 673.0475466116789, 673.0475466116789, 673.0475466116789, 673.0475466116789, 673.0475466116789, 672.0364573443914, 672.0364573443914, 672.0364573443914, 672.0364573443914, 671.0365116742903, 671.026825097179, 670.0365661663549, 670.0365661663549, 669.036620821312, 669.036620821312, 668.0366756398932, 668.0366756398932, 668.0366756398932, 668.0366756398932, 667.0119938951623, 667.0187403664158]]",[673.2885706032389],3385.716386318207,41.289224223392765,4273.463421463966,8382.744482636452,97
28,28,[3380.0],3380.0,[922.1046811342239],922.1046811342239,"[[703.7591917694575, 703.0689866577817, 703.0689866577817, 703.0689866577817, 703.0689866577817, 703.0689866577817, 703.0689866577817, 703.0689866577817, 703.0689866577817, 703.0689866577817, 703.0362721794659, 703.0362721794659, 700.9315230462959, 700.9315230462959, 700.9315230462959]]",[702.6831456791541],0.0,0.0,4.414213538169861,7.0,1
29,29,[5180.0],5180.0,[1369.9524410963058],1369.9524410963058,"[[805.531501556581, 804.8117792378539, 806.2257748298549, 806.2257748298549, 806.2257748298549, 805.531501556581, 805.531501556581, 805.531501556581, 805.531501556581, 806.2257748298549, 805.506672846352, 805.506672846352, 804.7881708872218, 805.484326352785, 805.484326352785, 805.484326352785, 805.484326352785, 805.484326352785, 805.484326352785, 806.202207885838, 806.202207885838, 806.8983826975984, 807.6162455027759]]",[805.7825610873422],371.9713532924652,20.665075182914734,554.3288670778275,1090.6612720489502,14
