,ncm_id,ncm_volume,ncm_sur,pore_id,pore_volume,pore_sur
480,43,8448.0,2117.393127799034,496,80.0,60.041630148887634
481,43,8448.0,2117.393127799034,497,14.0,28.313708305358887
482,43,8448.0,2117.393127799034,498,40.0,59.69848430156708
483,43,8448.0,2117.393127799034,499,9.0,32.79898953437805
484,43,8448.0,2117.393127799034,500,15.0,32.38477599620819
485,43,8448.0,2117.393127799034,501,12.0,35.34924215078354
486,44,4799.0,1182.5432798862455,502,25.83333333333333,43.79898953437805
487,45,2353.0,691.7127648591995,503,22.666666666666668,33.83249127864838
488,46,53141.0,7241.083054065704,512,46.0,44.40254291892052
489,46,53141.0,7241.083054065704,513,27.25,36.43502861261368
490,46,53141.0,7241.083054065704,504,29.75,30.43502861261368
491,46,53141.0,7241.083054065704,505,25.33333333333333,40.408465226491295
492,46,53141.0,7241.083054065704,506,42.5,52.87005722522736
493,46,53141.0,7241.083054065704,507,28.666666666666668,43.33942963679632
494,46,53141.0,7241.083054065704,508,26.5,41.00609630346298
495,46,53141.0,7241.083054065704,509,16.5,35.72792184352875
496,46,53141.0,7241.083054065704,510,23.666666666666668,40.54653640588125
497,46,53141.0,7241.083054065704,511,14.0,31.14213538169861
498,47,4686.0,1187.413337111473,514,38.75,43.248736917972565
499,49,15785.0,3246.502861261368,517,51.0,49.28427076339722
500,49,15785.0,3246.502861261368,518,20.5,31.38477599620819
501,49,15785.0,3246.502861261368,519,21.4,37.50193328857422
502,50,200.0,107.911687374115,520,25.0,38.79898953437805
503,51,2971.5,1144.8103057146072,521,31.0,44.27039404710134
504,52,2919.5,924.0214208364488,522,6.5,29.727921843528748
505,54,416.0,209.9655101299286,525,99.75,98.37615352869034
506,54,416.0,209.9655101299286,526,145.5,158.78174459934235
507,54,416.0,209.9655101299286,527,142.66666666666666,122.12082624435423
508,56,71301.5,9815.623369574549,530,22.75,33.05634891986847
509,56,71301.5,9815.623369574549,531,30.75,35.2634556889534
510,56,71301.5,9815.623369574549,532,49.25,50.35229030251503
511,56,71301.5,9815.623369574549,533,38.0,45.21320307254791
512,56,71301.5,9815.623369574549,534,30.5,41.00609630346298
513,56,71301.5,9815.623369574549,535,92.5,62.69848430156708
514,56,71301.5,9815.623369574549,536,28.0,39.21320307254791
515,56,71301.5,9815.623369574549,537,84.5,60.69848430156708
516,56,71301.5,9815.623369574549,538,51.0,85.2192993760109
517,56,71301.5,9815.623369574549,539,29.0,53.28427076339722
518,56,71301.5,9815.623369574549,540,37.5,50.69848430156708
519,56,71301.5,9815.623369574549,541,55.0,56.11269783973694
520,56,71301.5,9815.623369574549,542,43.25,43.92030984163284
521,56,71301.5,9815.623369574549,543,34.25,49.162950456142426
522,56,71301.5,9815.623369574549,544,20.75,38.50609630346298
523,56,71301.5,9815.623369574549,545,58.0,64.18376553058624
524,56,71301.5,9815.623369574549,546,13.0,27.485281229019165
525,56,71301.5,9815.623369574549,547,53.0,57.35533845424652
526,56,71301.5,9815.623369574549,548,21.0,33.14213538169861
527,56,71301.5,9815.623369574549,549,21.0,31.97056245803833
528,56,71301.5,9815.623369574549,550,19.5,46.97056245803833
529,56,71301.5,9815.623369574549,551,38.0,38.79898953437805
530,56,71301.5,9815.623369574549,552,14.5,36.97056245803833
531,56,71301.5,9815.623369574549,553,23.0,37.14213538169861
532,56,71301.5,9815.623369574549,554,37.5,39.38477599620819
533,56,71301.5,9815.623369574549,555,26.5,33.72792184352875
534,56,71301.5,9815.623369574549,556,72.0,102.32590091228484
535,56,71301.5,9815.623369574549,557,43.0,59.21320307254791
536,56,71301.5,9815.623369574549,558,31.5,45.87005722522736
537,56,71301.5,9815.623369574549,559,23.0,27.485281229019165
538,56,71301.5,9815.623369574549,560,76.4,97.1092488527298
539,57,4426.5,1231.1706964969635,561,49.0,52.455843687057495
540,57,4426.5,1231.1706964969635,562,43.0,48.455843687057495
541,57,4426.5,1231.1706964969635,563,22.0,31.34924215078354
542,57,4426.5,1231.1706964969635,564,35.75,41.577163994312286
543,59,26193.0,4726.895989060402,566,26.0,31.97056245803833
544,59,26193.0,4726.895989060402,567,26.0,34.17766922712326
545,59,26193.0,4726.895989060402,568,25.75,36.67766922712326
546,59,26193.0,4726.895989060402,569,34.5,58.49137753248215
547,59,26193.0,4726.895989060402,570,39.5,71.11269783973694
548,59,26193.0,4726.895989060402,571,10.5,49.38477599620819
549,59,26193.0,4726.895989060402,572,33.0,29.485281229019165
550,59,26193.0,4726.895989060402,573,17.0,41.62741661071777
551,59,26193.0,4726.895989060402,574,17.5,52.21320307254791
552,59,26193.0,4726.895989060402,575,359.0,229.30865597724917
553,59,26193.0,4726.895989060402,576,39.75,38.67766922712326
554,59,26193.0,4726.895989060402,577,44.0,47.14213538169861
555,59,26193.0,4726.895989060402,578,261.5,127.81118214130402
556,59,26193.0,4726.895989060402,579,37.5,44.55634891986847
557,59,26193.0,4726.895989060402,580,25.0,43.14213538169861
558,59,26193.0,4726.895989060402,581,256.5,126.15432798862456
559,59,26193.0,4726.895989060402,582,24.5,36.14213538169861
560,59,26193.0,4726.895989060402,583,24.5,36.89949476718903
561,59,26193.0,4726.895989060402,584,21.25,32.43502861261368
562,59,26193.0,4726.895989060402,585,17.0,32.14213538169861
563,59,26193.0,4726.895989060402,586,11.5,30.14213538169861
564,59,26193.0,4726.895989060402,587,19.0,32.79898953437805
565,59,26193.0,4726.895989060402,588,53.0,80.11269783973694
566,59,26193.0,4726.895989060402,589,18.5,42.79898953437805
567,60,19323.0,3562.2227663993835,592,28.25,43.09188276529312
568,60,19323.0,3562.2227663993835,590,17.0,28.313708305358887
569,60,19323.0,3562.2227663993835,591,20.0,31.14213538169861
570,61,6839.0,1652.3565499782562,593,40.0,54.455843687057495
571,61,6839.0,1652.3565499782562,594,37.0,56.455843687057495
572,61,6839.0,1652.3565499782562,595,38.75,45.21320307254791
573,61,6839.0,1652.3565499782562,596,22.5,42.71810932954153
574,61,6839.0,1652.3565499782562,597,17.5,32.21320307254791
575,61,6839.0,1652.3565499782562,598,45.333333333333336,34.77530030409495
576,62,8653.0,1864.770763516426,600,22.0,35.97056245803833
577,62,8653.0,1864.770763516426,599,17.0,48.94112491607666
578,63,1250.0,351.1198381185532,601,60.833333333333336,49.27039404710134
579,64,17123.0,3242.2673609256744,603,45.0,38.9133714834849
580,64,17123.0,3242.2673609256744,604,31.0,33.34924215078354
581,65,8871.0,2533.6134711503983,608,29.5,36.17766922712326
582,65,8871.0,2533.6134711503983,609,40.375,37.238329380750656
583,65,8871.0,2533.6134711503983,610,38.5,29.727921843528748
584,65,8871.0,2533.6134711503983,611,22.5,32.14213538169861
585,65,8871.0,2533.6134711503983,612,24.25,30.05634891986847
586,65,8871.0,2533.6134711503983,606,21.25,31.84924215078354
587,65,8871.0,2533.6134711503983,607,31.0,38.041630148887634
588,66,9546.5,2360.334252715111,616,30.75,38.50609630346298
589,66,9546.5,2360.334252715111,614,40.5,57.11269783973694
590,66,9546.5,2360.334252715111,615,12.5,29.727921843528748
591,67,9710.5,2651.963757276535,640,56.0,43.97056245803833
592,67,9710.5,2651.963757276535,641,105.5,98.63960921764374
593,67,9710.5,2651.963757276535,642,55.5,43.38477599620819
594,67,9710.5,2651.963757276535,643,102.5,65.5269113779068
595,67,9710.5,2651.963757276535,644,59.5,57.5269113779068
596,67,9710.5,2651.963757276535,645,141.5,92.15432798862456
597,67,9710.5,2651.963757276535,646,106.375,71.41599860787392
598,67,9710.5,2651.963757276535,617,18.0,31.53265968958537
599,67,9710.5,2651.963757276535,618,18.0,35.97056245803833
600,67,9710.5,2651.963757276535,619,45.0,35.97056245803833
601,67,9710.5,2651.963757276535,620,27.5,32.55634891986847
602,67,9710.5,2651.963757276535,621,24.0,30.727921843528748
603,67,9710.5,2651.963757276535,622,45.0,37.97056245803833
604,67,9710.5,2651.963757276535,623,23.5,32.55634891986847
605,67,9710.5,2651.963757276535,624,22.25,34.29898953437805
606,67,9710.5,2651.963757276535,625,21.5,33.38477599620819
607,67,9710.5,2651.963757276535,626,124.0,137.71067690849304
608,67,9710.5,2651.963757276535,627,22.75,34.67766922712326
609,67,9710.5,2651.963757276535,628,24.5,29.727921843528748
610,67,9710.5,2651.963757276535,629,124.0,137.71067690849304
611,67,9710.5,2651.963757276535,630,25.83333333333333,41.96074994405111
612,67,9710.5,2651.963757276535,631,38.5,68.69848430156708
613,67,9710.5,2651.963757276535,632,13.5,30.071067690849304
614,67,9710.5,2651.963757276535,633,217.5,230.0365778207779
615,67,9710.5,2651.963757276535,634,20.0,32.79898953437805
616,67,9710.5,2651.963757276535,635,235.5,248.8650048971176
617,67,9710.5,2651.963757276535,636,68.0,75.69848430156708
618,67,9710.5,2651.963757276535,637,204.5,167.2670258283615
619,67,9710.5,2651.963757276535,638,46.0,38.38477599620819
620,67,9710.5,2651.963757276535,639,133.5,93.32590091228484
621,68,3487.5,942.8620405197144,648,24.0,33.38477599620819
622,68,3487.5,942.8620405197144,649,22.5,38.21320307254791
623,68,3487.5,942.8620405197144,650,12.5,32.25651733080546
624,70,217.5,89.01219260692596,652,11.75,30.47056245803833
625,71,125.0,72.28427076339722,653,34.5,49.84636799494425
626,74,3080.0,926.4478269815444,657,32.0,38.79898953437805
627,74,3080.0,926.4478269815444,658,26.0,45.28427076339722
628,74,3080.0,926.4478269815444,659,52.5,62.35533845424652
629,74,3080.0,926.4478269815444,660,17.5,29.727921843528748
630,74,3080.0,926.4478269815444,661,45.5,47.041630148887634
631,74,3080.0,926.4478269815444,662,70.66666666666667,72.73605024814606
632,75,3665.5,907.2640614509584,664,31.375,49.03427076339722
633,76,7594.0,1878.618523478508,665,153.75,98.358386605978
634,77,1846.5,519.1025931835175,666,25.5,41.70423261324565
635,77,1846.5,519.1025931835175,667,12.25,35.81370830535889
636,78,15060.0,2887.9170747995377,668,35.333333333333336,42.01794091860453
637,79,2736.0,757.8965303897858,672,56.0,63.28427076339722
638,79,2736.0,757.8965303897858,670,31.0,45.62741661071777
639,79,2736.0,757.8965303897858,671,27.0,31.14213538169861
640,80,6310.5,1799.4814404249191,674,32.5,42.79898953437805
641,80,6310.5,1799.4814404249191,675,42.5,52.62741661071777
642,80,6310.5,1799.4814404249191,676,39.0,50.662950456142426
643,80,6310.5,1799.4814404249191,677,51.5,63.11269783973694
644,80,6310.5,1799.4814404249191,678,39.0,42.79898953437805
645,80,6310.5,1799.4814404249191,679,34.0,64.94112491607666
646,80,6310.5,1799.4814404249191,680,70.5,55.041630148887634
647,80,6310.5,1799.4814404249191,681,40.0,48.041630148887634
