,Pore_id,#frame,pore_index_per_frame,pore_cordinate,ncm_index_per_frame,adj_id
2131,1595,75,204,"[[247, 434], [247, 435], [247, 436], [246, 437], [245, 437], [246, 438], [245, 439], [245, 440], [245, 441], [244, 442], [243, 442], [243, 443], [244, 442], [245, 442], [246, 442], [247, 442], [248, 442], [249, 441], [249, 440], [248, 439], [247, 438], [248, 437], [249, 437], [249, 436], [249, 435], [248, 435]]",63,[]
2132,1595,75,205,"[[265, 418], [266, 419], [265, 420], [264, 420], [264, 421], [263, 422], [262, 421], [262, 422], [261, 423], [260, 423], [259, 423], [260, 423], [261, 423], [262, 423], [263, 423], [264, 423], [265, 424], [266, 424], [267, 424], [268, 424], [268, 423], [267, 424], [266, 423], [265, 422], [266, 421], [267, 420], [268, 421], [269, 421], [270, 422], [270, 423], [271, 423], [272, 423], [273, 423], [274, 424], [275, 424], [276, 425], [276, 424], [276, 423], [277, 422], [278, 421], [278, 420], [277, 420], [276, 421], [275, 422], [274, 421], [273, 420], [272, 420], [271, 419], [270, 419], [269, 419], [268, 419], [267, 419], [266, 418]]",63,[]
