,Pore_id,#frame,pore_index_per_frame,pore_cordinate,ncm_index_per_frame,adj_id
2963,2190,15,31,"[[572, 948], [571, 949], [572, 950], [572, 951], [573, 952], [574, 952], [575, 953], [576, 953], [577, 953], [578, 954], [579, 954], [580, 955], [581, 955], [582, 956], [583, 957], [584, 958], [585, 959], [586, 959], [587, 960], [588, 960], [588, 959], [588, 958], [588, 957], [587, 956], [587, 955], [588, 954], [589, 954], [590, 953], [589, 953], [588, 953], [587, 953], [587, 954], [587, 955], [586, 956], [585, 955], [585, 954], [584, 953], [583, 952], [582, 951], [582, 950], [582, 949], [581, 949], [580, 949], [579, 948], [578, 948], [577, 948], [577, 949], [578, 949], [579, 950], [580, 950], [581, 950], [582, 951], [582, 952], [582, 953], [581, 954], [580, 954], [579, 954], [578, 953], [577, 952], [576, 951], [575, 951], [574, 950], [573, 949]]",96,[]
2964,2190,17,30,"[[562, 929], [561, 930], [560, 930], [559, 930], [558, 931], [557, 932], [556, 932], [556, 933], [555, 934], [554, 935], [555, 935], [556, 934], [557, 933], [558, 932], [559, 932], [560, 932], [561, 932], [562, 932], [563, 932], [564, 932], [565, 933], [565, 934], [566, 935], [566, 936], [567, 937], [568, 938], [569, 939], [569, 940], [569, 941], [570, 941], [570, 940], [570, 939], [570, 938], [570, 937], [570, 936], [569, 935], [569, 934], [568, 933], [567, 932], [567, 931], [567, 930], [566, 930], [565, 929], [565, 930], [564, 931], [563, 931], [562, 930]]",96,[]
2965,2190,18,30,"[[562, 927], [562, 928], [562, 929], [561, 930], [560, 930], [559, 931], [558, 931], [557, 932], [556, 932], [556, 933], [555, 934], [554, 935], [553, 936], [553, 937], [553, 938], [552, 939], [551, 940], [550, 940], [550, 941], [551, 940], [552, 940], [553, 939], [553, 938], [553, 937], [554, 936], [555, 935], [556, 934], [557, 933], [558, 932], [559, 932], [560, 932], [561, 932], [562, 932], [563, 932], [564, 932], [565, 932], [566, 933], [567, 934], [568, 935], [568, 936], [568, 935], [568, 934], [568, 933], [567, 932], [567, 931], [567, 930], [567, 929], [568, 928], [569, 927], [568, 927], [568, 928], [567, 929], [566, 928], [565, 928], [564, 928], [563, 927]]",96,[]
2966,2190,19,25,"[[562, 927], [562, 928], [563, 928], [564, 928], [565, 929], [566, 930], [565, 931], [564, 931], [563, 930], [562, 930], [561, 930], [560, 930], [559, 931], [558, 931], [557, 932], [556, 932], [556, 933], [555, 934], [554, 935], [553, 936], [553, 937], [553, 938], [552, 939], [551, 940], [550, 940], [550, 941], [551, 940], [552, 940], [553, 939], [553, 938], [553, 937], [554, 936], [555, 935], [556, 935], [556, 934], [557, 933], [558, 932], [559, 932], [560, 932], [561, 932], [562, 932], [563, 932], [564, 932], [565, 932], [566, 933], [567, 934], [568, 935], [568, 934], [568, 933], [567, 932], [567, 931], [567, 930], [567, 929], [568, 928], [569, 927], [568, 927], [567, 928], [566, 928], [565, 928], [564, 928], [563, 927]]",96,[]
2967,2190,20,25,"[[568, 927], [567, 928], [566, 928], [565, 928], [564, 928], [563, 928], [564, 928], [565, 929], [565, 930], [564, 931], [563, 930], [562, 930], [561, 930], [560, 931], [559, 931], [558, 931], [557, 932], [556, 933], [556, 934], [555, 935], [554, 935], [554, 936], [553, 937], [553, 938], [553, 939], [554, 938], [554, 937], [555, 936], [556, 935], [556, 934], [557, 933], [558, 933], [559, 932], [560, 932], [561, 932], [562, 932], [563, 932], [564, 932], [565, 932], [566, 933], [567, 934], [568, 935], [569, 935], [568, 934], [567, 933], [567, 932], [567, 931], [567, 930], [567, 929], [568, 928], [569, 927]]",96,[]
2968,2190,21,37,"[[565, 928], [564, 929], [565, 930], [564, 931], [563, 931], [562, 931], [561, 931], [560, 931], [559, 931], [558, 931], [557, 932], [556, 933], [556, 934], [555, 935], [554, 936], [553, 936], [553, 937], [552, 938], [553, 939], [554, 939], [555, 938], [556, 938], [557, 938], [558, 938], [557, 938], [556, 937], [557, 936], [557, 935], [558, 934], [559, 933], [560, 933], [561, 933], [562, 932], [563, 933], [564, 933], [565, 933], [566, 934], [567, 934], [568, 935], [569, 935], [569, 934], [568, 933], [567, 932], [566, 931], [567, 930], [566, 929]]",96,[]
2969,2190,22,34,"[[565, 928], [564, 929], [565, 930], [565, 931], [564, 932], [563, 933], [562, 932], [561, 931], [560, 931], [559, 931], [558, 932], [557, 933], [556, 934], [555, 935], [554, 936], [553, 937], [552, 938], [551, 938], [550, 937], [549, 938], [548, 938], [548, 939], [549, 939], [550, 938], [551, 938], [552, 938], [553, 938], [554, 938], [555, 938], [556, 938], [557, 938], [558, 938], [557, 937], [557, 936], [558, 935], [558, 934], [559, 933], [560, 933], [561, 933], [562, 933], [563, 933], [564, 933], [565, 933], [566, 934], [567, 934], [568, 935], [569, 936], [569, 935], [569, 934], [568, 934], [567, 933], [566, 932], [566, 931], [566, 930], [566, 929], [566, 928]]",96,[]
2970,2190,23,31,"[[565, 928], [565, 929], [565, 930], [565, 931], [564, 932], [563, 933], [562, 932], [561, 932], [560, 931], [559, 931], [558, 931], [557, 930], [556, 931], [557, 932], [556, 933], [556, 934], [555, 935], [554, 936], [553, 937], [552, 938], [551, 937], [551, 936], [550, 936], [550, 937], [550, 938], [551, 938], [552, 938], [553, 938], [554, 938], [555, 938], [556, 938], [557, 938], [558, 938], [558, 937], [558, 936], [558, 935], [559, 934], [560, 933], [561, 933], [562, 933], [563, 933], [564, 933], [565, 934], [566, 934], [567, 935], [568, 936], [569, 936], [570, 937], [569, 936], [568, 935], [568, 934], [567, 933], [566, 932], [566, 931], [566, 930], [566, 929]]",96,[]
2971,2190,24,40,"[[564, 925], [564, 926], [565, 927], [565, 928], [565, 929], [565, 930], [566, 931], [566, 932], [565, 933], [564, 933], [563, 933], [562, 933], [561, 933], [560, 932], [560, 931], [559, 931], [558, 931], [557, 930], [556, 931], [556, 932], [556, 933], [555, 934], [555, 935], [554, 936], [554, 937], [553, 938], [554, 938], [555, 938], [556, 938], [557, 938], [558, 938], [557, 937], [558, 936], [559, 935], [560, 934], [561, 933], [562, 933], [563, 933], [564, 933], [565, 934], [566, 934], [567, 935], [568, 936], [569, 936], [568, 935], [568, 934], [567, 934], [566, 933], [566, 932], [566, 931], [566, 930], [566, 929], [566, 928], [565, 927], [566, 926], [566, 925], [565, 925]]",96,[]
2972,2190,25,39,"[[556, 931], [556, 932], [556, 933], [555, 934], [555, 935], [555, 936], [554, 937], [554, 938], [555, 938], [556, 938], [557, 938], [557, 937], [558, 936], [559, 936], [560, 936], [561, 936], [562, 937], [563, 937], [564, 937], [565, 936], [566, 936], [567, 936], [567, 935], [567, 934], [566, 933], [565, 933], [564, 933], [563, 933], [562, 933], [561, 933], [560, 932], [560, 931], [559, 931], [558, 931], [557, 931]]",96,[]
