,Pore_id,#frame,pore_index_per_frame,pore_cordinate,ncm_index_per_frame,adj_id
1637,1236,32,185,"[[79, 224], [78, 225], [77, 226], [77, 227], [76, 228], [75, 229], [74, 230], [74, 231], [73, 232], [72, 233], [71, 234], [71, 235], [71, 236], [71, 237], [71, 238], [70, 239], [70, 240], [70, 241], [69, 242], [69, 243], [69, 244], [69, 245], [69, 246], [69, 247], [69, 248], [69, 249], [69, 250], [69, 251], [69, 252], [69, 253], [69, 254], [70, 255], [70, 256], [71, 257], [72, 258], [72, 259], [73, 260], [73, 261], [73, 262], [73, 263], [73, 264], [74, 265], [75, 266], [76, 267], [77, 268], [78, 269], [79, 270], [80, 271], [81, 272], [82, 273], [82, 274], [82, 275], [83, 276], [84, 276], [85, 277], [86, 278], [86, 279], [87, 279], [88, 279], [89, 279], [90, 279], [91, 280], [92, 280], [93, 281], [93, 282], [93, 283], [94, 284], [95, 284], [96, 284], [97, 284], [98, 284], [99, 284], [100, 284], [100, 283], [99, 282], [98, 281], [97, 281], [96, 280], [95, 279], [95, 278], [94, 277], [94, 276], [93, 275], [92, 274], [91, 273], [90, 273], [89, 272], [88, 271], [88, 270], [88, 269], [88, 268], [88, 267], [88, 266], [88, 265], [88, 264], [88, 263], [87, 262], [87, 261], [86, 260], [86, 259], [85, 258], [85, 257], [85, 256], [85, 255], [85, 254], [85, 253], [85, 252], [85, 251], [86, 250], [86, 249], [87, 248], [87, 247], [87, 246], [88, 245], [88, 244], [88, 243], [88, 242], [88, 241], [88, 240], [88, 239], [88, 238], [88, 237], [87, 236], [87, 235], [87, 234], [86, 233], [86, 232], [85, 231], [84, 230], [83, 229], [82, 229], [81, 228], [81, 227], [81, 226], [81, 225], [80, 224]]",40,[]
1638,1236,42,214,"[[77, 222], [77, 223], [77, 224], [77, 225], [77, 226], [77, 227], [77, 228], [77, 229], [76, 230], [75, 231], [74, 232], [73, 233], [72, 234], [71, 235], [70, 236], [69, 237], [68, 238], [68, 239], [68, 240], [68, 241], [68, 242], [68, 243], [69, 244], [70, 244], [71, 245], [72, 246], [72, 247], [72, 248], [72, 249], [72, 250], [73, 251], [73, 252], [73, 253], [73, 254], [73, 255], [73, 256], [73, 257], [73, 258], [73, 259], [73, 260], [74, 261], [74, 262], [75, 263], [75, 264], [76, 265], [77, 266], [78, 267], [79, 267], [80, 267], [81, 267], [82, 267], [83, 267], [84, 268], [84, 269], [85, 270], [85, 271], [85, 272], [86, 272], [87, 273], [87, 272], [87, 271], [87, 270], [87, 269], [87, 268], [87, 267], [88, 266], [88, 265], [88, 264], [88, 263], [88, 262], [89, 261], [89, 260], [89, 259], [89, 258], [89, 257], [89, 256], [90, 255], [90, 254], [90, 253], [90, 252], [91, 251], [91, 250], [91, 249], [92, 248], [92, 247], [92, 246], [93, 245], [94, 244], [94, 243], [94, 242], [94, 241], [93, 240], [93, 239], [92, 238], [92, 237], [91, 236], [91, 235], [90, 234], [90, 233], [89, 232], [89, 231], [88, 230], [88, 229], [87, 228], [86, 227], [85, 226], [85, 225], [84, 224], [83, 223], [82, 222], [81, 222], [80, 222], [79, 222], [78, 222]]",40,[]
1639,1236,43,210,"[[78, 222], [77, 223], [77, 224], [77, 225], [77, 226], [77, 227], [77, 228], [77, 229], [76, 230], [76, 231], [75, 232], [74, 233], [73, 233], [72, 234], [71, 235], [70, 236], [69, 237], [68, 238], [68, 239], [68, 240], [67, 241], [67, 242], [68, 243], [69, 244], [70, 244], [71, 245], [72, 246], [72, 247], [73, 248], [73, 249], [73, 250], [73, 251], [73, 252], [74, 253], [74, 254], [73, 255], [73, 256], [73, 257], [73, 258], [73, 259], [74, 260], [74, 261], [75, 262], [75, 263], [76, 264], [77, 265], [78, 266], [78, 267], [79, 267], [80, 267], [81, 267], [82, 267], [83, 267], [84, 268], [84, 269], [85, 270], [85, 271], [85, 272], [86, 272], [87, 273], [87, 272], [87, 271], [87, 270], [87, 269], [87, 268], [88, 267], [88, 266], [88, 265], [88, 264], [88, 263], [89, 262], [90, 263], [90, 262], [89, 261], [89, 260], [89, 259], [89, 258], [89, 257], [89, 256], [90, 255], [90, 254], [90, 253], [91, 252], [91, 251], [91, 250], [92, 249], [92, 248], [92, 247], [93, 246], [93, 245], [94, 244], [95, 243], [95, 242], [94, 241], [94, 240], [93, 239], [93, 238], [92, 237], [92, 236], [91, 235], [91, 234], [90, 233], [90, 232], [89, 231], [88, 230], [88, 229], [87, 228], [86, 227], [85, 226], [85, 225], [84, 224], [83, 223], [82, 222], [81, 222], [80, 222], [79, 222]]",40,[]
1640,1236,44,225,"[[77, 222], [77, 223], [77, 224], [78, 225], [78, 226], [78, 227], [77, 228], [77, 229], [76, 230], [76, 231], [75, 232], [74, 233], [73, 234], [72, 235], [71, 236], [70, 236], [69, 237], [68, 238], [68, 239], [68, 240], [68, 241], [68, 242], [68, 243], [68, 244], [69, 244], [70, 244], [71, 245], [72, 246], [73, 247], [73, 248], [73, 249], [74, 250], [74, 251], [74, 252], [74, 253], [75, 254], [75, 255], [74, 256], [74, 257], [74, 258], [74, 259], [75, 260], [75, 261], [76, 262], [76, 263], [76, 264], [77, 265], [78, 266], [79, 266], [80, 267], [81, 267], [82, 267], [83, 268], [84, 269], [85, 270], [85, 271], [86, 271], [87, 271], [88, 270], [88, 269], [87, 268], [88, 267], [88, 266], [88, 265], [89, 264], [90, 264], [90, 263], [90, 262], [90, 261], [89, 260], [89, 259], [90, 258], [90, 257], [90, 256], [90, 255], [91, 254], [91, 253], [91, 252], [92, 251], [92, 250], [93, 249], [93, 248], [94, 247], [95, 246], [95, 245], [96, 244], [96, 243], [96, 242], [96, 241], [95, 240], [95, 239], [94, 238], [93, 237], [92, 236], [92, 235], [91, 234], [90, 233], [90, 232], [89, 231], [88, 230], [88, 229], [87, 228], [86, 227], [85, 226], [85, 225], [84, 224], [83, 223], [82, 222], [81, 222], [80, 222], [79, 222], [78, 222]]",40,[]
1641,1236,45,212,"[[74, 217], [74, 218], [74, 219], [75, 220], [76, 221], [76, 222], [77, 223], [77, 224], [78, 225], [78, 226], [78, 227], [77, 228], [77, 229], [77, 230], [76, 231], [76, 232], [75, 233], [74, 233], [73, 234], [72, 235], [71, 236], [70, 236], [69, 237], [68, 238], [68, 239], [68, 240], [68, 241], [68, 242], [68, 243], [68, 244], [69, 245], [70, 245], [71, 245], [72, 245], [73, 246], [73, 247], [74, 248], [74, 249], [74, 250], [75, 251], [75, 252], [75, 253], [75, 254], [75, 255], [75, 256], [74, 257], [74, 258], [75, 259], [75, 260], [76, 261], [77, 262], [77, 263], [77, 264], [78, 265], [78, 266], [79, 267], [80, 267], [81, 267], [82, 267], [83, 268], [84, 269], [85, 270], [85, 271], [86, 270], [87, 271], [87, 270], [87, 269], [87, 268], [88, 267], [88, 266], [89, 265], [90, 266], [91, 266], [91, 265], [90, 264], [90, 263], [90, 262], [90, 261], [90, 260], [90, 259], [90, 258], [90, 257], [90, 256], [90, 255], [91, 254], [91, 253], [92, 252], [92, 251], [92, 250], [93, 249], [94, 248], [95, 247], [96, 246], [96, 245], [97, 244], [97, 243], [97, 242], [97, 241], [96, 240], [95, 239], [95, 238], [94, 237], [93, 236], [92, 235], [91, 234], [91, 233], [90, 232], [89, 231], [88, 230], [88, 229], [87, 228], [87, 227], [86, 227], [85, 226], [84, 225], [84, 224], [83, 223], [82, 222], [81, 222], [80, 222], [79, 222], [78, 221], [77, 220], [77, 219], [77, 218], [76, 218], [75, 217]]",40,[]
1642,1236,46,215,"[[75, 218], [75, 219], [75, 220], [76, 221], [76, 222], [77, 223], [77, 224], [77, 225], [78, 226], [78, 227], [78, 228], [78, 229], [77, 230], [76, 231], [76, 232], [75, 233], [74, 234], [73, 234], [72, 235], [71, 236], [70, 237], [69, 237], [68, 238], [68, 239], [68, 240], [68, 241], [68, 242], [69, 243], [69, 244], [70, 245], [71, 245], [72, 245], [73, 246], [74, 247], [74, 248], [74, 249], [75, 250], [76, 251], [76, 252], [77, 253], [77, 254], [77, 255], [76, 256], [76, 257], [76, 258], [76, 259], [76, 260], [77, 261], [78, 262], [77, 263], [78, 264], [78, 265], [79, 266], [80, 267], [81, 268], [82, 268], [83, 268], [84, 269], [85, 269], [86, 269], [87, 269], [87, 268], [88, 267], [89, 266], [90, 266], [91, 267], [91, 266], [91, 265], [90, 264], [90, 263], [90, 262], [90, 261], [90, 260], [90, 259], [90, 258], [91, 257], [91, 256], [91, 255], [91, 254], [91, 253], [92, 252], [93, 251], [93, 250], [94, 249], [95, 248], [96, 247], [97, 246], [97, 245], [98, 244], [98, 243], [98, 242], [97, 241], [97, 240], [96, 239], [95, 238], [95, 237], [94, 236], [93, 235], [92, 234], [91, 233], [90, 232], [89, 231], [88, 230], [88, 229], [88, 228], [87, 227], [86, 226], [85, 226], [84, 225], [83, 224], [82, 223], [81, 222], [80, 222], [79, 222], [78, 221], [77, 220], [76, 219], [76, 218]]",40,[]
1643,1236,47,210,"[[75, 219], [75, 220], [76, 221], [76, 222], [77, 223], [77, 224], [77, 225], [78, 226], [78, 227], [78, 228], [78, 229], [77, 230], [77, 231], [76, 232], [75, 233], [74, 234], [73, 234], [72, 235], [71, 236], [70, 237], [69, 237], [68, 238], [68, 239], [68, 240], [68, 241], [68, 242], [69, 243], [69, 244], [70, 245], [71, 245], [72, 245], [73, 246], [74, 247], [74, 248], [75, 249], [75, 250], [76, 251], [76, 252], [77, 253], [77, 254], [77, 255], [77, 256], [77, 257], [77, 258], [77, 259], [77, 260], [77, 261], [78, 262], [78, 263], [78, 264], [78, 265], [79, 266], [80, 267], [81, 268], [82, 268], [83, 268], [84, 269], [85, 269], [86, 269], [87, 269], [87, 268], [88, 267], [89, 267], [90, 267], [91, 267], [91, 266], [91, 265], [90, 264], [91, 263], [90, 262], [90, 261], [90, 260], [91, 259], [91, 258], [92, 257], [92, 256], [91, 255], [91, 254], [92, 253], [92, 252], [93, 251], [94, 250], [95, 249], [95, 248], [96, 247], [97, 247], [97, 246], [98, 245], [98, 244], [98, 243], [98, 242], [98, 241], [97, 240], [96, 239], [96, 238], [95, 237], [94, 236], [93, 235], [92, 234], [91, 233], [90, 232], [89, 231], [89, 230], [88, 229], [88, 228], [87, 227], [86, 226], [85, 226], [84, 225], [83, 224], [82, 223], [81, 222], [80, 222], [79, 222], [78, 221], [77, 221], [76, 220], [76, 219]]",40,[]
1644,1236,48,218,"[[76, 220], [76, 221], [76, 222], [77, 223], [77, 224], [78, 225], [78, 226], [78, 227], [78, 228], [78, 229], [78, 230], [77, 231], [76, 232], [75, 233], [74, 234], [73, 235], [72, 236], [71, 237], [70, 237], [69, 238], [68, 239], [68, 240], [68, 241], [68, 242], [69, 243], [70, 244], [71, 244], [72, 244], [73, 245], [74, 245], [75, 246], [75, 247], [76, 248], [76, 249], [77, 250], [77, 251], [77, 252], [78, 253], [78, 254], [78, 255], [78, 256], [78, 257], [78, 258], [78, 259], [78, 260], [78, 261], [78, 262], [78, 263], [78, 264], [79, 265], [79, 266], [80, 267], [81, 268], [82, 268], [83, 268], [84, 268], [85, 269], [86, 269], [86, 268], [87, 267], [88, 266], [89, 266], [90, 266], [91, 267], [92, 267], [93, 268], [93, 267], [92, 266], [91, 265], [91, 264], [91, 263], [91, 262], [91, 261], [90, 260], [91, 259], [91, 258], [92, 257], [92, 256], [92, 255], [92, 254], [92, 253], [92, 252], [93, 251], [94, 250], [95, 249], [95, 248], [96, 247], [97, 247], [98, 246], [98, 245], [98, 244], [98, 243], [99, 242], [99, 241], [99, 240], [100, 239], [99, 238], [98, 237], [97, 237], [96, 236], [95, 235], [94, 234], [93, 233], [92, 232], [91, 231], [90, 230], [89, 229], [88, 228], [87, 227], [86, 227], [85, 226], [84, 225], [83, 224], [82, 223], [81, 222], [80, 222], [79, 222], [78, 222], [77, 222], [76, 221]]",40,[]
1645,1236,49,208,"[[78, 223], [78, 224], [78, 225], [78, 226], [78, 227], [78, 228], [78, 229], [78, 230], [77, 231], [77, 232], [76, 233], [75, 234], [74, 235], [73, 235], [72, 236], [71, 237], [70, 238], [69, 238], [68, 239], [68, 240], [68, 241], [68, 242], [69, 243], [70, 244], [71, 244], [72, 244], [73, 244], [74, 245], [75, 246], [75, 247], [76, 248], [76, 249], [77, 250], [77, 251], [78, 252], [78, 253], [79, 254], [78, 255], [78, 256], [78, 257], [78, 258], [78, 259], [78, 260], [78, 261], [78, 262], [78, 263], [78, 264], [78, 265], [79, 266], [80, 267], [81, 268], [82, 268], [83, 268], [84, 268], [85, 269], [86, 269], [86, 268], [87, 267], [88, 266], [89, 266], [90, 266], [91, 266], [92, 267], [93, 268], [94, 268], [93, 267], [93, 266], [92, 265], [91, 264], [91, 263], [91, 262], [91, 261], [91, 260], [91, 259], [91, 258], [92, 257], [92, 256], [92, 255], [92, 254], [92, 253], [92, 252], [93, 251], [94, 251], [94, 250], [95, 249], [96, 248], [97, 247], [98, 246], [98, 245], [98, 244], [98, 243], [99, 242], [100, 241], [100, 240], [100, 239], [100, 238], [99, 237], [98, 237], [97, 236], [96, 235], [95, 234], [94, 233], [93, 233], [92, 232], [91, 231], [90, 230], [89, 229], [88, 228], [87, 227], [86, 227], [85, 226], [84, 225], [83, 224], [82, 223], [81, 223], [80, 223], [79, 223]]",40,[]
1646,1236,50,220,"[[79, 223], [78, 224], [78, 225], [78, 226], [78, 227], [78, 228], [78, 229], [78, 230], [78, 231], [77, 232], [77, 233], [76, 234], [75, 235], [74, 235], [73, 235], [73, 236], [72, 237], [71, 238], [71, 239], [70, 240], [69, 240], [68, 241], [68, 242], [68, 243], [69, 244], [70, 244], [71, 244], [72, 245], [73, 245], [74, 245], [75, 246], [75, 247], [76, 247], [77, 248], [77, 249], [78, 250], [78, 251], [79, 252], [79, 253], [79, 254], [79, 255], [79, 256], [79, 257], [79, 258], [79, 259], [79, 260], [79, 261], [78, 262], [78, 263], [78, 264], [78, 265], [79, 266], [79, 267], [80, 267], [81, 268], [81, 269], [82, 269], [83, 269], [84, 269], [85, 268], [86, 268], [87, 267], [88, 266], [89, 265], [90, 265], [91, 265], [92, 266], [93, 267], [93, 268], [94, 269], [95, 270], [96, 271], [97, 271], [98, 272], [99, 272], [100, 272], [101, 272], [101, 271], [101, 270], [100, 269], [99, 268], [98, 267], [97, 266], [97, 265], [96, 265], [95, 265], [94, 265], [93, 265], [92, 264], [92, 263], [92, 262], [92, 261], [92, 260], [92, 259], [92, 258], [92, 257], [92, 256], [92, 255], [92, 254], [92, 253], [93, 252], [94, 251], [95, 250], [96, 249], [96, 248], [97, 247], [98, 246], [98, 245], [98, 244], [99, 243], [100, 242], [100, 241], [100, 240], [101, 239], [100, 238], [100, 237], [99, 236], [98, 236], [97, 236], [96, 235], [95, 234], [94, 233], [93, 232], [92, 232], [91, 231], [90, 230], [89, 229], [88, 228], [87, 228], [86, 227], [85, 226], [84, 226], [83, 225], [82, 224], [81, 223], [80, 223]]",40,[]
