,Pore_id,#frame,pore_index_per_frame,pore_cordinate,ncm_index_per_frame,adj_id
1534,1167,309,284,"[[443, 135], [443, 136], [444, 137], [444, 138], [443, 139], [442, 139], [441, 139], [440, 139], [439, 140], [439, 141], [438, 142], [437, 143], [436, 143], [435, 143], [434, 143], [435, 144], [435, 145], [435, 146], [436, 147], [435, 148], [434, 149], [433, 150], [432, 150], [431, 151], [430, 152], [429, 152], [428, 152], [428, 153], [428, 154], [429, 154], [430, 154], [431, 153], [432, 152], [433, 152], [434, 152], [435, 152], [435, 151], [435, 150], [435, 149], [435, 148], [436, 147], [436, 146], [437, 145], [438, 144], [439, 143], [440, 142], [441, 142], [442, 142], [443, 141], [443, 140], [444, 139], [445, 138], [446, 138], [447, 138], [448, 138], [449, 139], [450, 139], [451, 139], [452, 139], [453, 140], [453, 141], [452, 142], [451, 143], [452, 143], [453, 143], [454, 143], [455, 144], [456, 144], [457, 145], [457, 146], [458, 146], [457, 145], [456, 144], [456, 143], [455, 142], [454, 141], [454, 140], [454, 139], [455, 138], [456, 138], [457, 138], [458, 138], [459, 139], [460, 140], [461, 139], [461, 138], [460, 138], [459, 137], [458, 136], [457, 136], [456, 136], [455, 136], [454, 136], [453, 136], [452, 137], [451, 138], [450, 138], [449, 137], [448, 136], [447, 136], [446, 135], [445, 135], [444, 135]]",36,[]
1535,1167,310,278,"[[441, 136], [441, 137], [442, 138], [442, 139], [443, 140], [444, 140], [445, 139], [446, 138], [447, 139], [448, 139], [449, 139], [450, 140], [451, 140], [452, 140], [453, 141], [453, 142], [453, 143], [454, 143], [455, 143], [454, 142], [454, 141], [455, 140], [456, 139], [457, 139], [457, 138], [458, 137], [457, 136], [456, 136], [455, 137], [454, 137], [453, 138], [452, 138], [451, 138], [450, 138], [449, 137], [448, 137], [447, 137], [446, 137], [445, 137], [444, 137], [443, 136], [442, 136]]",36,[]
1536,1167,311,278,"[[440, 136], [441, 137], [442, 138], [442, 139], [443, 139], [444, 140], [445, 140], [446, 139], [447, 139], [448, 140], [449, 140], [450, 140], [451, 140], [452, 140], [453, 141], [453, 142], [454, 142], [455, 142], [455, 141], [455, 140], [456, 139], [457, 139], [457, 138], [458, 137], [457, 137], [456, 136], [455, 137], [454, 138], [453, 138], [452, 138], [451, 138], [450, 138], [449, 137], [448, 137], [447, 137], [446, 137], [445, 137], [444, 137], [443, 136], [442, 136], [441, 136]]",36,[]
1537,1167,312,295,"[[458, 136], [457, 137], [456, 137], [455, 138], [455, 139], [454, 140], [453, 140], [452, 139], [451, 139], [450, 139], [449, 139], [448, 139], [447, 140], [446, 140], [445, 139], [444, 139], [443, 138], [442, 138], [442, 139], [442, 140], [443, 141], [444, 141], [445, 141], [446, 140], [447, 140], [448, 141], [449, 141], [450, 141], [451, 140], [452, 141], [453, 142], [454, 142], [455, 142], [456, 141], [456, 140], [457, 139], [457, 138], [458, 137]]",36,[]
1538,1167,313,259,"[[460, 130], [459, 131], [459, 132], [458, 133], [458, 134], [458, 135], [458, 136], [457, 137], [456, 137], [456, 138], [455, 139], [454, 140], [453, 140], [452, 140], [451, 140], [450, 140], [449, 140], [448, 139], [447, 140], [446, 139], [445, 139], [444, 139], [443, 139], [442, 138], [441, 138], [442, 139], [442, 140], [443, 141], [444, 141], [445, 141], [446, 141], [447, 140], [448, 141], [449, 141], [450, 141], [451, 141], [452, 141], [453, 142], [454, 142], [455, 142], [456, 141], [457, 140], [457, 139], [458, 138], [458, 137], [458, 136], [458, 135], [459, 134], [460, 133], [461, 132], [461, 131]]",36,[]
1539,1167,314,265,"[[458, 135], [458, 136], [457, 137], [456, 138], [456, 139], [455, 140], [454, 141], [453, 141], [452, 140], [451, 140], [450, 140], [449, 140], [449, 141], [450, 141], [451, 142], [452, 143], [453, 142], [454, 142], [455, 142], [456, 141], [457, 140], [458, 139], [459, 139], [460, 140], [461, 140], [461, 139], [460, 138], [459, 137], [459, 136]]",36,[]
1540,1167,315,235,"[[458, 135], [458, 136], [457, 137], [457, 138], [456, 139], [455, 140], [454, 141], [453, 141], [452, 141], [451, 141], [450, 141], [449, 141], [449, 142], [450, 142], [451, 143], [452, 143], [453, 143], [454, 143], [455, 142], [456, 142], [457, 141], [457, 140], [458, 139], [459, 139], [460, 140], [460, 139], [460, 138], [460, 137], [459, 136], [459, 135]]",36,[]
1541,1167,316,260,"[[458, 138], [457, 139], [456, 139], [456, 140], [456, 141], [455, 142], [454, 142], [453, 142], [452, 141], [451, 141], [450, 142], [449, 143], [450, 144], [451, 144], [452, 144], [453, 144], [454, 144], [455, 144], [455, 143], [455, 142], [456, 141], [457, 141], [458, 142], [459, 143], [460, 142], [460, 141], [460, 140], [459, 139], [459, 138]]",36,[]
1542,1167,317,252,"[[457, 139], [456, 140], [456, 141], [455, 142], [454, 142], [453, 142], [452, 141], [451, 141], [450, 142], [449, 143], [450, 144], [451, 144], [452, 144], [453, 144], [454, 144], [455, 144], [455, 143], [455, 142], [456, 141], [457, 142], [458, 142], [459, 143], [460, 142], [460, 141], [460, 140], [459, 139], [458, 139]]",36,[]
1543,1167,319,261,"[[456, 141], [455, 142], [454, 143], [453, 143], [452, 143], [451, 143], [451, 144], [452, 145], [452, 146], [453, 146], [454, 147], [455, 147], [456, 147], [457, 146], [457, 145], [456, 145], [455, 146], [454, 145], [453, 145], [452, 144], [453, 143], [454, 143], [455, 143], [456, 143], [457, 143], [458, 143], [459, 142], [459, 141], [458, 141], [457, 141]]",36,[]
