,#frame,#ncm,center
0,3,61,"[631, 758]"
1,4,63,"[631, 758]"
2,5,62,
3,6,64,
4,7,69,
5,8,71,
6,9,67,
7,10,63,
8,11,66,
9,12,65,
10,13,63,
11,14,61,
12,15,69,
13,16,66,
14,17,,
15,18,,
16,19,,
17,20,63,
18,21,64,
19,22,64,
20,23,66,
21,24,64,
22,25,65,
