,#frame,#ncm,#ncm2,center
0,313,14,,"[236, 1008]"
1,314,15,,
2,315,14,,
3,316,13,,
4,317,16,,
5,318,17,,
6,319,16,,
7,320,17,,
8,321,16,18,
9,322,15,17,
10,323,15,17,
11,324,15,17,
12,325,17,20,
13,326,,21,
14,327,,18,
15,328,,18,
16,329,,20,
17,330,,21,
18,331,,20,
19,332,20,22,
20,333,,20,
21,334,,21,
22,335,,20,
23,336,,25,
24,337,,28,
25,338,,28,
26,339,,27,
