,#frame,#ncm,#ncm2,center
0,23,139,,"[182, 281]"
1,24,146,,
2,25,145,,
3,26,150,,
4,27,150,,
5,28,153,,
6,29,154,,
7,30,151,,
8,31,153,,
9,32,157,,
10,33,156,,
11,34,143,,
12,35,145,,
13,36,142,,
14,37,144,,
15,38,154,,
16,39,151,,
17,40,150,,
18,41,150,,
19,42,149,,
20,43,152,,
21,44,150,,
22,45,137,,
23,46,130,,
24,47,126,,
25,48,,,
26,49,,,
27,50,,,
28,51,,,
29,52,133,129,
30,53,138,132,
31,54,137,130,
32,55,132,126,
33,56,134,126,
34,57,,124,
35,58,,131,
