,#frame,#ncm,#ncm2,center
0,8,8,14,"[545, 1094]"
1,9,15,,
2,10,13,,
3,11,13,,
4,12,15,,
5,13,13,,
6,14,12,,
7,15,12,,
8,16,11,,
9,17,13,,
10,18,13,,
11,19,14,,
12,20,15,,
13,21,15,,
14,22,16,,
15,23,15,,
16,24,15,,
17,25,16,,
18,26,16,,
19,27,15,,
20,28,17,,
21,29,18,,
22,30,,,
23,31,,,
24,32,,,
25,33,9,,
26,34,8,,
27,35,8,,
28,36,10,,
29,37,9,,
30,38,11,,
31,39,10,,
32,40,11,,
33,41,12,,
34,42,10,,
35,43,12,,
36,44,11,,
