,#frame,#ncm,center
0,3,14,"[567, 1002]"
1,4,15,"[567, 1002]"
2,5,16,
3,6,16,
4,7,20,
5,8,23,
6,9,25,
7,10,23,
8,11,23,
9,12,22,
10,13,21,
11,14,20,
12,15,22,
13,16,19,
14,17,22,
