,#frame,#ncm,center
0,15,6,"[71, 1103]"
1,16,6,
2,17,6,
3,18,6,
4,19,8,
5,20,9,
6,21,9,
7,22,9,
8,23,8,
9,24,9,
10,25,10,
11,26,10,
12,27,10,
13,28,11,
