,#frame,#ncm,#ncm2,center
0,40,163,,"[26, 149]"
1,41,162,,"[27, 148]"
2,42,165,163,
3,43,167,164,
4,44,166,,
5,45,153,,
6,46,147,,
7,47,145,,
8,48,147,,
9,49,150,,
10,50,152,,
11,51,147,,
12,52,152,,
