,#frame,#ncm,center
0,231,17,"[655, 1076]"
1,232,17,"[655, 1076]"
2,233,19,"[655, 1076]"
3,234,18,"[654, 1076]"
4,235,17,"[654, 1076]"
5,236,15,"[654, 1076]"
6,237,11,"[654, 1075]"
7,238,11,"[654, 1075]"
8,239,11,"[654, 1075]"
9,240,13,"[654, 1075]"
10,241,11,"[654, 1075]"
11,242,9,
12,243,10,
13,244,11,
14,245,9,
15,246,9,
16,247,9,
17,248,8,
18,249,9,
19,250,8,
20,251,6,
21,252,6,
22,253,7,
23,254,6,
24,255,6,
25,256,10,
26,257,8,
27,258,9,
