,#frame,#ncm,#ncm2,center
0,17,86,89,"[507, 626]"
1,18,88,,
2,19,85,,
3,20,87,,
4,21,85,,
5,22,86,,
6,23,88,,
7,24,89,,
8,25,91,,
9,26,91,,
10,27,90,,
11,28,92,,
12,29,92,,
13,30,88,,
14,31,86,,
15,32,85,,
16,33,86,,
17,34,79,,
18,35,82,,
19,36,83,,
20,37,84,,
21,38,90,,
22,39,89,,
23,40,88,,
24,41,89,,
25,42,89,,
26,43,92,,
27,44,92,,
28,45,81,,
29,46,79,,
