,#frame,#ncm,center
0,137,86,"[435, 604]"
1,138,79,"[435, 604]"
2,139,84,"[437, 603]"
3,140,83,"[438, 603]"
4,141,80,"[439, 603]"
5,142,85,"[439, 603]"
6,143,87,"[439, 604]"
7,144,87,"[439, 605]"
8,145,86,"[440, 605]"
9,146,85,"[440, 605]"
10,147,83,"[440, 606]"
11,148,86,"[440, 606]"
12,149,90,
13,150,90,
14,151,94,
15,152,88,
16,153,90,
17,154,90,
18,155,89,
19,156,85,
20,157,82,
21,158,76,
22,159,77,
23,160,84,
24,161,83,
25,162,82,
26,163,84,
27,164,85,
28,165,87,
