,#frame,#ncm,#ncm2,center
0,28,19,,"[434, 1059]"
1,29,20,,
2,30,18,,
3,31,18,,
4,32,14,,
5,33,14,,
6,34,11,,
7,35,11,,
8,36,12,,
9,37,12,,
10,38,12,,
11,39,11,,
12,40,13,,
13,41,14,,
14,42,12,,
15,43,14,,
16,44,16,,
17,45,16,,
18,46,14,18,
19,47,16,,
20,48,16,,
21,49,16,,
22,50,18,,
23,51,15,,
24,52,15,,
25,53,17,,
26,54,18,,
27,55,17,,
28,56,18,,
29,57,16,,
30,58,15,,
31,59,15,17,
32,60,15,17,
33,61,16,18,
34,62,16,19,
35,63,13,16,
36,64,15,17,
