,#frame,#ncm,center
0,11,165,"[671, 103]"
1,12,170,
2,13,173,
3,14,169,
4,15,173,
5,16,165,
6,17,161,
7,18,160,
8,19,,
9,20,,
10,21,163,
11,22,163,
12,23,168,
13,24,169,
14,25,,
15,26,172,
16,27,172,
17,28,,
18,29,,
19,30,172,
20,31,175,
21,32,179,
22,33,178,
23,34,164,
24,35,165,
25,36,161,
26,37,162,
27,38,170,
28,39,168,
