,Pore_id,#frame,pore_index_per_frame,pore_cordinate,ncm_index_per_frame,adj_id
1809,1275,65,164,"[[493, 60], [493, 61], [493, 62], [492, 63], [492, 64], [492, 65], [491, 66], [491, 67], [491, 68], [491, 69], [490, 70], [489, 71], [488, 72], [488, 73], [488, 74], [488, 75], [487, 76], [487, 77], [487, 78], [487, 79], [487, 80], [488, 81], [489, 81], [490, 82], [491, 83], [491, 84], [491, 85], [491, 86], [492, 87], [492, 88], [493, 88], [494, 87], [494, 86], [493, 85], [494, 84], [494, 83], [494, 82], [494, 81], [493, 81], [492, 81], [491, 81], [490, 80], [489, 79], [489, 78], [490, 77], [491, 76], [491, 75], [491, 74], [491, 73], [491, 72], [492, 71], [492, 70], [492, 69], [492, 68], [493, 67], [493, 66], [493, 65], [493, 64], [493, 63], [494, 62], [494, 61]]",114,[]
1810,1275,66,157,"[[493, 60], [493, 61], [493, 62], [493, 63], [492, 64], [492, 65], [492, 66], [491, 67], [491, 68], [491, 69], [491, 70], [490, 71], [489, 72], [488, 73], [488, 74], [488, 75], [488, 76], [487, 77], [487, 78], [487, 79], [487, 80], [488, 81], [489, 81], [490, 82], [491, 83], [491, 84], [491, 85], [491, 86], [492, 87], [492, 88], [493, 88], [494, 87], [494, 86], [494, 85], [494, 84], [494, 83], [494, 82], [494, 81], [493, 81], [492, 81], [491, 81], [490, 80], [489, 79], [489, 78], [490, 77], [491, 76], [491, 75], [491, 74], [491, 73], [491, 72], [492, 71], [492, 70], [492, 69], [492, 68], [493, 67], [493, 66], [493, 65], [493, 64], [493, 63], [494, 62], [494, 61]]",114,[]
1811,1275,67,96,"[[493, 60], [493, 61], [493, 62], [493, 63], [492, 64], [492, 65], [492, 66], [491, 67], [491, 68], [491, 69], [491, 70], [490, 71], [489, 72], [488, 73], [488, 74], [488, 75], [488, 76], [488, 77], [487, 78], [487, 79], [487, 80], [488, 81], [489, 81], [490, 82], [491, 83], [491, 84], [491, 85], [491, 86], [492, 87], [492, 88], [492, 89], [493, 88], [494, 87], [494, 86], [494, 85], [494, 84], [494, 83], [494, 82], [493, 81], [493, 80], [492, 80], [491, 80], [490, 79], [490, 78], [490, 77], [491, 76], [491, 75], [491, 74], [491, 73], [491, 72], [492, 71], [492, 70], [492, 69], [492, 68], [493, 67], [493, 66], [493, 65], [493, 64], [493, 63], [494, 62], [494, 61], [494, 60]]",114,[]
1812,1275,68,170,"[[493, 60], [493, 61], [493, 62], [493, 63], [493, 64], [492, 65], [492, 66], [492, 67], [491, 68], [491, 69], [491, 70], [490, 71], [489, 72], [489, 73], [488, 74], [488, 75], [488, 76], [488, 77], [488, 78], [488, 79], [488, 80], [489, 81], [490, 82], [491, 83], [491, 84], [491, 85], [491, 86], [492, 87], [492, 88], [492, 89], [493, 88], [494, 88], [494, 87], [494, 86], [494, 85], [494, 84], [494, 83], [494, 82], [493, 81], [493, 80], [492, 79], [491, 78], [491, 77], [491, 76], [491, 75], [491, 74], [491, 73], [492, 72], [492, 71], [492, 70], [492, 69], [492, 68], [493, 67], [493, 66], [493, 65], [493, 64], [494, 63], [494, 62], [494, 61], [494, 60]]",114,[]
1813,1275,69,129,"[[493, 60], [493, 61], [493, 62], [493, 63], [493, 64], [492, 65], [492, 66], [492, 67], [491, 68], [491, 69], [491, 70], [490, 71], [489, 72], [489, 73], [489, 74], [488, 75], [488, 76], [488, 77], [488, 78], [489, 79], [489, 80], [490, 81], [490, 82], [490, 83], [491, 84], [491, 85], [491, 86], [491, 87], [492, 88], [492, 89], [493, 89], [494, 88], [495, 89], [495, 90], [496, 91], [496, 92], [497, 93], [498, 93], [499, 94], [500, 94], [501, 93], [500, 93], [499, 92], [499, 91], [498, 90], [497, 89], [496, 88], [495, 88], [494, 87], [494, 86], [493, 85], [493, 84], [494, 83], [493, 82], [493, 81], [493, 80], [492, 79], [492, 78], [491, 77], [491, 76], [491, 75], [491, 74], [491, 73], [491, 72], [491, 71], [491, 70], [492, 69], [493, 68], [493, 67], [493, 66], [493, 65], [493, 64], [494, 63], [494, 62], [494, 61], [494, 60]]",114,[]
1814,1275,70,146,"[[492, 65], [492, 66], [492, 67], [492, 68], [491, 69], [491, 70], [490, 71], [489, 72], [489, 73], [489, 74], [488, 75], [488, 76], [488, 77], [488, 78], [488, 79], [489, 80], [490, 81], [490, 82], [490, 83], [491, 84], [491, 85], [491, 86], [491, 87], [491, 88], [491, 89], [492, 90], [493, 90], [494, 91], [495, 91], [496, 92], [497, 93], [498, 93], [499, 93], [500, 94], [500, 93], [499, 92], [498, 91], [497, 90], [496, 89], [495, 88], [494, 87], [493, 86], [493, 85], [493, 84], [493, 83], [493, 82], [493, 81], [492, 80], [492, 79], [492, 78], [492, 77], [491, 76], [491, 75], [491, 74], [491, 73], [491, 72], [491, 71], [491, 70], [492, 69], [492, 68], [492, 67], [493, 66], [493, 65]]",114,[]
1815,1275,71,125,"[[491, 69], [491, 70], [490, 71], [489, 72], [489, 73], [489, 74], [488, 75], [488, 76], [488, 77], [488, 78], [488, 79], [489, 80], [490, 81], [490, 82], [490, 83], [490, 84], [491, 85], [491, 86], [491, 87], [491, 88], [491, 89], [492, 90], [493, 91], [494, 91], [495, 92], [496, 93], [497, 93], [498, 93], [499, 93], [500, 93], [499, 93], [498, 92], [498, 91], [497, 90], [496, 90], [495, 89], [494, 88], [493, 87], [493, 86], [493, 85], [493, 84], [493, 83], [493, 82], [492, 81], [491, 80], [492, 79], [492, 78], [492, 77], [491, 76], [491, 75], [491, 74], [491, 73], [491, 72], [491, 71], [491, 70]]",114,[]
1816,1275,72,146,"[[490, 68], [490, 69], [490, 70], [490, 71], [489, 72], [489, 73], [488, 74], [488, 75], [487, 76], [487, 77], [488, 78], [488, 79], [489, 80], [490, 81], [490, 82], [490, 83], [490, 84], [491, 85], [491, 86], [491, 87], [491, 88], [491, 89], [492, 90], [493, 91], [494, 91], [495, 92], [495, 93], [495, 94], [496, 94], [497, 94], [498, 93], [497, 92], [496, 91], [496, 90], [495, 89], [494, 88], [493, 87], [493, 86], [493, 85], [493, 84], [493, 83], [492, 82], [492, 81], [491, 80], [491, 79], [491, 78], [491, 77], [491, 76], [491, 75], [491, 74], [491, 73], [491, 72], [491, 71], [491, 70], [491, 69], [491, 68]]",114,[]
1817,1275,73,127,"[[490, 68], [490, 69], [490, 70], [489, 71], [489, 72], [489, 73], [488, 74], [488, 75], [488, 76], [487, 77], [487, 78], [488, 79], [488, 80], [489, 81], [490, 82], [490, 83], [490, 84], [491, 85], [491, 86], [491, 87], [491, 88], [491, 89], [492, 90], [493, 91], [494, 92], [494, 93], [495, 94], [495, 95], [494, 96], [494, 97], [494, 98], [494, 99], [495, 100], [495, 101], [495, 102], [495, 103], [495, 104], [495, 105], [496, 106], [497, 105], [497, 104], [497, 103], [497, 102], [498, 101], [499, 101], [499, 100], [499, 99], [499, 98], [498, 97], [497, 98], [496, 99], [495, 100], [494, 99], [494, 98], [494, 97], [494, 96], [495, 95], [496, 95], [497, 94], [497, 93], [497, 92], [496, 91], [495, 90], [494, 89], [494, 88], [493, 87], [493, 86], [493, 85], [493, 84], [493, 83], [492, 82], [491, 81], [491, 80], [491, 79], [491, 78], [491, 77], [491, 76], [490, 75], [490, 74], [490, 73], [491, 72], [491, 71], [491, 70], [491, 69], [491, 68]]",114,[]
1818,1275,74,149,"[[489, 68], [489, 69], [489, 70], [489, 71], [489, 72], [489, 73], [488, 74], [488, 75], [488, 76], [487, 77], [487, 78], [487, 79], [488, 80], [488, 81], [489, 82], [490, 83], [490, 84], [491, 85], [491, 86], [491, 87], [491, 88], [491, 89], [491, 90], [492, 91], [493, 92], [494, 93], [494, 94], [495, 95], [496, 94], [496, 93], [496, 92], [495, 91], [495, 90], [494, 89], [494, 88], [493, 87], [493, 86], [493, 85], [493, 84], [493, 83], [492, 82], [491, 81], [491, 80], [491, 79], [491, 78], [491, 77], [490, 76], [490, 75], [490, 74], [490, 73], [491, 72], [491, 71], [491, 70], [491, 69], [490, 68]]",114,[]
