,Pore_id,#frame,pore_index_per_frame,pore_cordinate,ncm_index_per_frame,adj_id
1743,1239,110,157,"[[234, 83], [234, 84], [234, 85], [234, 86], [234, 87], [234, 88], [233, 89], [232, 89], [231, 88], [230, 88], [230, 89], [230, 90], [230, 91], [231, 91], [232, 90], [233, 90], [234, 90], [235, 91], [236, 91], [236, 90], [235, 89], [235, 88], [235, 87], [235, 86], [235, 85], [235, 84], [235, 83]]",107,[]
1744,1239,103,142,"[[238, 90], [237, 91], [236, 91], [235, 91], [234, 92], [233, 92], [232, 93], [231, 94], [230, 94], [229, 94], [228, 95], [227, 96], [226, 96], [225, 96], [224, 96], [223, 97], [222, 97], [221, 97], [220, 97], [219, 97], [218, 97], [217, 98], [216, 99], [215, 100], [214, 99], [213, 99], [212, 100], [211, 101], [210, 101], [209, 101], [208, 101], [207, 101], [207, 102], [208, 103], [209, 103], [210, 102], [211, 102], [212, 102], [213, 102], [214, 101], [215, 100], [216, 100], [217, 100], [218, 100], [219, 99], [220, 98], [221, 98], [222, 98], [223, 97], [224, 97], [225, 97], [226, 96], [227, 96], [228, 96], [229, 96], [230, 96], [231, 95], [232, 95], [233, 95], [234, 95], [235, 96], [236, 96], [237, 95], [238, 95], [239, 95], [240, 95], [241, 94], [241, 93], [242, 92], [243, 92], [244, 92], [244, 91], [243, 92], [242, 92], [241, 91], [240, 90], [239, 90]]",107,[]
1745,1239,104,127,"[[235, 91], [234, 92], [233, 92], [232, 93], [231, 94], [230, 94], [229, 94], [228, 95], [227, 96], [226, 96], [225, 96], [224, 96], [223, 97], [222, 97], [221, 97], [220, 97], [219, 97], [218, 97], [217, 97], [216, 98], [215, 99], [214, 99], [213, 99], [212, 100], [211, 100], [210, 101], [209, 101], [208, 101], [207, 101], [207, 102], [208, 102], [209, 103], [209, 102], [210, 101], [211, 101], [212, 102], [213, 102], [214, 101], [215, 101], [216, 101], [217, 100], [218, 100], [219, 99], [220, 98], [221, 98], [222, 98], [223, 97], [224, 97], [225, 97], [226, 97], [227, 96], [228, 96], [229, 96], [230, 96], [231, 95], [232, 95], [233, 95], [234, 96], [235, 96], [236, 96], [237, 96], [238, 95], [239, 95], [239, 94], [240, 93], [241, 93], [241, 92], [241, 91], [240, 91], [239, 91], [238, 91], [237, 91], [236, 91]]",107,[]
1746,1239,105,153,"[[236, 91], [236, 92], [235, 93], [234, 93], [233, 93], [232, 93], [231, 93], [230, 94], [229, 94], [228, 95], [227, 95], [226, 96], [225, 96], [224, 96], [223, 96], [222, 96], [221, 96], [220, 96], [219, 96], [218, 96], [217, 97], [216, 97], [216, 98], [215, 99], [215, 100], [215, 101], [216, 101], [217, 101], [218, 100], [219, 99], [220, 99], [221, 98], [222, 98], [223, 98], [224, 98], [225, 97], [226, 97], [227, 97], [228, 96], [229, 96], [230, 96], [231, 96], [232, 96], [233, 96], [234, 96], [235, 96], [236, 96], [237, 96], [238, 95], [238, 94], [239, 93], [240, 93], [241, 92], [242, 91], [243, 91], [242, 91], [241, 91], [240, 92], [239, 91], [238, 91], [237, 91]]",107,[]
1747,1239,106,145,"[[241, 91], [240, 92], [239, 92], [238, 92], [237, 92], [236, 93], [235, 93], [234, 94], [233, 94], [232, 93], [231, 93], [230, 93], [229, 94], [228, 95], [227, 95], [226, 96], [225, 96], [224, 96], [223, 96], [222, 96], [221, 96], [220, 96], [219, 96], [218, 96], [217, 96], [216, 97], [216, 98], [215, 99], [215, 100], [215, 101], [216, 101], [217, 101], [218, 100], [219, 99], [220, 99], [221, 98], [222, 98], [223, 98], [224, 98], [225, 97], [226, 97], [227, 96], [228, 96], [229, 96], [230, 96], [231, 96], [232, 96], [233, 96], [234, 97], [235, 97], [236, 97], [237, 96], [237, 95], [238, 94], [239, 93], [240, 93], [241, 92], [242, 92], [242, 91]]",107,[]
1748,1239,107,136,"[[231, 87], [231, 88], [231, 89], [231, 90], [231, 91], [230, 92], [229, 93], [229, 94], [229, 95], [229, 96], [228, 97], [227, 98], [226, 98], [225, 97], [224, 97], [223, 97], [222, 97], [221, 96], [220, 96], [219, 96], [218, 95], [217, 95], [216, 95], [215, 95], [215, 96], [216, 97], [216, 98], [215, 99], [215, 100], [216, 101], [217, 101], [218, 100], [219, 99], [220, 99], [221, 99], [222, 99], [223, 99], [224, 99], [225, 99], [226, 98], [227, 98], [228, 98], [229, 98], [230, 98], [231, 97], [232, 97], [233, 97], [234, 97], [235, 97], [236, 97], [237, 97], [237, 96], [237, 95], [236, 95], [235, 96], [234, 96], [233, 96], [232, 95], [232, 94], [232, 93], [231, 92], [232, 91], [233, 91], [234, 91], [233, 90], [233, 89], [233, 88], [233, 87], [232, 87]]",107,[]
1749,1239,108,125,"[[232, 87], [231, 88], [231, 89], [231, 90], [231, 91], [231, 92], [230, 93], [229, 93], [229, 94], [229, 95], [229, 96], [228, 97], [227, 98], [226, 98], [225, 98], [224, 98], [223, 98], [222, 97], [221, 96], [220, 96], [219, 96], [218, 95], [217, 95], [216, 95], [215, 95], [215, 96], [215, 97], [215, 98], [215, 99], [215, 100], [216, 101], [217, 101], [218, 100], [219, 100], [220, 99], [221, 99], [222, 99], [223, 99], [224, 99], [225, 99], [226, 98], [227, 98], [228, 98], [229, 98], [230, 98], [231, 98], [232, 97], [233, 97], [234, 97], [235, 97], [236, 97], [237, 97], [237, 96], [237, 95], [236, 95], [235, 96], [234, 97], [233, 96], [232, 95], [232, 94], [231, 93], [231, 92], [232, 91], [233, 90], [233, 89], [233, 88], [233, 87]]",107,[]
1750,1239,109,140,"[[216, 95], [215, 96], [214, 97], [214, 98], [215, 99], [216, 100], [217, 101], [218, 101], [219, 100], [220, 100], [221, 100], [222, 100], [223, 100], [224, 100], [225, 100], [226, 99], [227, 99], [228, 99], [229, 99], [230, 99], [231, 99], [232, 99], [233, 99], [234, 99], [235, 98], [236, 98], [237, 98], [236, 97], [235, 97], [234, 97], [233, 97], [232, 96], [231, 96], [230, 95], [229, 95], [229, 96], [228, 97], [227, 98], [226, 98], [225, 98], [224, 98], [223, 98], [222, 98], [221, 97], [220, 97], [219, 97], [218, 96], [217, 95]]",107,[]
1751,1239,110,145,"[[210, 94], [210, 95], [210, 96], [211, 96], [212, 96], [213, 97], [213, 98], [214, 99], [215, 99], [216, 100], [217, 101], [218, 101], [219, 101], [220, 100], [221, 100], [222, 100], [223, 100], [224, 100], [225, 100], [226, 99], [227, 100], [228, 100], [229, 99], [230, 99], [231, 99], [232, 99], [233, 99], [234, 99], [235, 99], [236, 99], [237, 98], [236, 97], [235, 97], [234, 97], [233, 97], [232, 96], [231, 96], [230, 96], [229, 95], [229, 96], [228, 97], [227, 98], [226, 98], [225, 98], [224, 98], [223, 98], [222, 98], [221, 97], [220, 97], [219, 97], [218, 96], [217, 95], [216, 95], [215, 96], [214, 96], [213, 97], [212, 96], [212, 95], [211, 94]]",107,[]
1752,1239,111,93,"[[211, 94], [210, 95], [210, 96], [211, 96], [212, 96], [213, 97], [213, 98], [213, 99], [214, 99], [215, 99], [216, 100], [217, 101], [218, 101], [219, 101], [220, 100], [221, 100], [222, 100], [223, 100], [224, 100], [225, 100], [226, 99], [227, 100], [228, 100], [229, 100], [230, 99], [231, 99], [232, 99], [233, 98], [234, 98], [235, 98], [236, 99], [236, 98], [236, 97], [235, 97], [234, 97], [233, 97], [232, 97], [231, 96], [230, 96], [229, 95], [229, 96], [228, 97], [227, 98], [226, 98], [225, 98], [224, 98], [223, 99], [222, 98], [221, 97], [220, 97], [219, 97], [218, 96], [217, 95], [216, 95], [215, 96], [214, 96], [213, 97], [212, 96], [212, 95]]",107,[]
1753,1239,112,151,"[[210, 96], [210, 97], [210, 98], [211, 98], [212, 99], [213, 99], [214, 99], [215, 100], [216, 101], [217, 102], [218, 102], [219, 102], [220, 102], [221, 101], [222, 101], [223, 101], [224, 101], [225, 101], [226, 101], [227, 100], [228, 100], [229, 100], [230, 100], [231, 100], [232, 100], [233, 100], [234, 100], [235, 100], [236, 100], [237, 100], [236, 100], [235, 100], [234, 99], [233, 99], [232, 99], [231, 98], [230, 97], [229, 96], [228, 97], [227, 98], [226, 98], [225, 99], [224, 99], [223, 100], [222, 100], [221, 100], [220, 100], [219, 99], [218, 99], [217, 98], [216, 97], [216, 96], [215, 96], [214, 97], [213, 97], [212, 96], [211, 96]]",107,[]
