,#frame,#ncm,center
0,8,128,"[392, 258]"
1,9,128,
2,10,121,
3,11,121,
4,12,120,
5,13,120,
6,14,122,
7,15,126,
8,16,117,
9,17,118,
10,18,110,
11,19,111,
12,20,112,
