,#frame,#ncm,center
0,14,119,"[102, 276]"
1,15,123,"[103, 276]"
2,16,116,
3,17,117,
4,18,108,
5,19,108,
6,20,108,
7,21,109,
8,22,114,
9,23,112,
10,24,113,
