,#frame,#ncm,center
0,8,25,"[508, 933]"
1,9,25,"[507, 933]"
2,10,24,"[506, 934]"
3,11,23,"[506, 934]"
4,12,29,"[505, 934]"
5,13,27,"[505, 934]"
6,14,29,"[505, 934]"
7,15,31,"[504, 935]"
8,16,29,"[504, 935]"
9,17,29,"[503, 935]"
10,18,26,
