,#frame,#ncm,#ncm2,center
0,100,0,,"[512, 1151]"
1,101,0,,
2,102,0,,
3,103,0,,
4,104,0,,
5,105,0,,
6,106,1,,
7,107,2,,
8,108,3,,
9,109,2,,
10,110,3,,
11,111,4,,
12,112,3,,
13,113,2,,
14,114,1,,
15,115,2,,
16,116,2,,
17,117,1,,
18,118,1,,
19,119,2,,
20,120,2,,
21,121,1,,
22,122,2,,
23,123,1,,
24,124,1,,
25,125,2,,
26,126,3,,
27,127,4,,
28,128,5,,
29,129,5,,
30,130,4,,
31,131,5,,
32,132,2,3,
33,133,2,3,
34,134,0,,
35,135,0,,
