,#frame,#ncm,center
0,8,19,"[546, 972]"
1,9,20,"[546, 973]"
2,10,19,"[546, 973]"
3,11,18,"[546, 973]"
4,12,22,"[546, 973]"
5,13,20,"[546, 973]"
6,14,21,"[546, 973]"
7,15,23,"[545, 973]"
8,16,24,"[545, 973]"
9,17,23,"[545, 973]"
