,#frame,#ncm,center
0,8,23,"[559, 943]"
1,9,23,"[559, 943]"
2,10,22,
3,11,21,
4,12,27,
5,13,25,
6,14,26,
7,15,28,
8,16,28,
9,17,28,
10,18,27,
11,19,25,
12,20,27,
13,21,29,
14,22,28,
15,23,28,
16,24,31,
17,25,30,
18,26,28,
