,#frame,#ncm,center
0,4,131,"[747, 176]"
1,5,128,"[747, 175]"
2,6,132,"[746, 176]"
3,7,128,"[746, 176]"
4,8,140,
5,9,140,
6,10,133,
7,11,132,
